#organism_name	refseq_category	assembly_level	ftp_genome
Qalyub_orthonairovirus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/145/525/GCF_002145525.1_ViralMultiSegProj386298/GCF_002145525.1_ViralMultiSegProj386298_genomic.fna.gz
Morreton_vesiculovirus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/145/705/GCF_002145705.1_ViralProj386295/GCF_002145705.1_ViralProj386295_genomic.fna.gz
Bipolaris_maydis_partitivirus_1	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/145/905/GCF_002145905.1_ViralMultiSegProj386296/GCF_002145905.1_ViralMultiSegProj386296_genomic.fna.gz
Sangassou_orthohantavirus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/145/925/GCF_002145925.1_ViralMultiSegProj386300/GCF_002145925.1_ViralMultiSegProj386300_genomic.fna.gz
Khabarovsk_orthohantavirus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/146/125/GCF_002146125.1_ViralMultiSegProj386301/GCF_002146125.1_ViralMultiSegProj386301_genomic.fna.gz
Eggerthella_lenta	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/265/GCF_000024265.1_ASM2426v1/GCF_000024265.1_ASM2426v1_genomic.fna.gz
Enterobacteria_phage_RB27	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/149/245/GCF_002149245.1_ViralProj266638.2/GCF_002149245.1_ViralProj266638.2_genomic.fna.gz
Citrobacter_phage_Margaery	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/149/305/GCF_002149305.1_ViralProj266637.15/GCF_002149305.1_ViralProj266637.15_genomic.fna.gz
Caulobacter_phage_Percy	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/149/385/GCF_002149385.1_ViralProj266637.14/GCF_002149385.1_ViralProj266637.14_genomic.fna.gz
Salmonella_virus_Stitch	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/149/405/GCF_002149405.1_ViralProj266637.4/GCF_002149405.1_ViralProj266637.4_genomic.fna.gz
Clostridium_phage_phiCT453B	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/149/525/GCF_002149525.1_ViralProj308007.2/GCF_002149525.1_ViralProj308007.2_genomic.fna.gz
Citrobacter_phage_Michonne	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/149/565/GCF_002149565.1_ViralProj266637.12/GCF_002149565.1_ViralProj266637.12_genomic.fna.gz
Phormidium_phage_MIS_PhV1B	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/149/645/GCF_002149645.1_ViralProj308004.2/GCF_002149645.1_ViralProj308004.2_genomic.fna.gz
Phormidium_phage_MIS_PhV1A	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/149/665/GCF_002149665.1_ViralProj308004.1/GCF_002149665.1_ViralProj308004.1_genomic.fna.gz
Clostridium_phage_phiCT453A	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/149/745/GCF_002149745.1_ViralProj308007.1/GCF_002149745.1_ViralProj308007.1_genomic.fna.gz
Bacillus_phage_phi4B1	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/149/765/GCF_002149765.1_ViralProj308018.1/GCF_002149765.1_ViralProj308018.1_genomic.fna.gz
Sewage_associated_circular_DNA_molecule_2	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/149/805/GCF_002149805.1_ViralProj386990/GCF_002149805.1_ViralProj386990_genomic.fna.gz
Swagivirus_HG	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/149/865/GCF_002149865.1_ViralProj387019/GCF_002149865.1_ViralProj387019_genomic.fna.gz
Sphingobacteriaceae_bacterium_GW460_11_11_14_LB5	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/151/545/GCF_002151545.1_ASM215154v1/GCF_002151545.1_ASM215154v1_genomic.fna.gz
Acetobacter_orientalis	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/966/365/GCF_003966365.1_Acetorien_assembly01/GCF_003966365.1_Acetorien_assembly01_genomic.fna.gz
Human_papillomavirus_type_85	na	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/153/865/GCF_002153865.1_ViralProj387245/GCF_002153865.1_ViralProj387245_genomic.fna.gz
Kushneria_konosiri	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/155/145/GCF_002155145.1_ASM215514v1/GCF_002155145.1_ASM215514v1_genomic.fna.gz
Natronolimnobius_aegyptiacus	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/156/705/GCF_002156705.1_ASM215670v1/GCF_002156705.1_ASM215670v1_genomic.fna.gz
Candidatus_Nitrosomarinus_catalina	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/156/965/GCF_002156965.1_ASM215696v1/GCF_002156965.1_ASM215696v1_genomic.fna.gz
Acidovorax_carolinensis	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/157/125/GCF_002157125.1_ASM215712v1/GCF_002157125.1_ASM215712v1_genomic.fna.gz
Kushneria_marisflavi	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/157/205/GCF_002157205.1_ASM215720v1/GCF_002157205.1_ASM215720v1_genomic.fna.gz
Agarilytica_rhodophyticola	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/157/225/GCF_002157225.2_ASM215722v2/GCF_002157225.2_ASM215722v2_genomic.fna.gz
Shewanella_putrefaciens	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/044/255/GCF_003044255.1_ASM304425v1/GCF_003044255.1_ASM304425v1_genomic.fna.gz
Urbanus_proteus_nucleopolyhedrovirus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/157/455/GCF_002157455.1_ViralProj320122/GCF_002157455.1_ViralProj320122_genomic.fna.gz
Vibrio_aphrogenes	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/157/735/GCF_002157735.2_ASM215773v2/GCF_002157735.2_ASM215773v2_genomic.fna.gz
Mycobacterium_dioxanotrophicus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/157/835/GCF_002157835.1_ASM215783v1/GCF_002157835.1_ASM215783v1_genomic.fna.gz
Bacillus_horikoshii	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/157/855/GCF_002157855.1_ASM215785v1/GCF_002157855.1_ASM215785v1_genomic.fna.gz
Oceanisphaera_avium	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/157/875/GCF_002157875.1_ASM215787v1/GCF_002157875.1_ASM215787v1_genomic.fna.gz
Oceanisphaera_profunda	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/157/895/GCF_002157895.1_ASM215789v1/GCF_002157895.1_ASM215789v1_genomic.fna.gz
Sulfolobus_islandicus_rod_shaped_virus_7	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/158/595/GCF_002158595.1_ViralProj387746/GCF_002158595.1_ViralProj387746_genomic.fna.gz
Sulfolobus_islandicus_rod_shaped_virus_11	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/158/615/GCF_002158615.1_ViralProj387750/GCF_002158615.1_ViralProj387750_genomic.fna.gz
Sweet_potato_symptomless_virus_1	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/158/695/GCF_002158695.1_ViralProj387740/GCF_002158695.1_ViralProj387740_genomic.fna.gz
Sulfolobus_islandicus_rod_shaped_virus_9	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/158/715/GCF_002158715.1_ViralProj387744/GCF_002158715.1_ViralProj387744_genomic.fna.gz
Sulfolobus_islandicus_rod_shaped_virus_10	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/158/755/GCF_002158755.1_ViralProj387737/GCF_002158755.1_ViralProj387737_genomic.fna.gz
Ranid_herpesvirus_3	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/158/775/GCF_002158775.1_ViralProj387741/GCF_002158775.1_ViralProj387741_genomic.fna.gz
Sulfolobus_islandicus_rod_shaped_virus_8	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/158/795/GCF_002158795.1_ViralProj387745/GCF_002158795.1_ViralProj387745_genomic.fna.gz
Sulfolobus_islandicus_rod_shaped_virus_4	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/158/815/GCF_002158815.1_ViralProj387749/GCF_002158815.1_ViralProj387749_genomic.fna.gz
Rhizoctonia_solani_dsRNA_virus_3	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/158/835/GCF_002158835.2_ViralMultiSegProj357854/GCF_002158835.2_ViralMultiSegProj357854_genomic.fna.gz
Comamonas_serinivorans	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/158/865/GCF_002158865.1_ASM215886v1/GCF_002158865.1_ASM215886v1_genomic.fna.gz
Yoonia_vestfoldensis	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/158/905/GCF_002158905.1_ASM215890v1/GCF_002158905.1_ASM215890v1_genomic.fna.gz
Odoribacter_splanchnicus	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/190/535/GCF_000190535.1_ASM19053v1/GCF_000190535.1_ASM19053v1_genomic.fna.gz
Megamonas_hypermegale	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/187/035/GCF_900187035.1_50279_G02/GCF_900187035.1_50279_G02_genomic.fna.gz
Gordonibacter_urolithinfaciens	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/199/375/GCF_900199375.1_G142160_polished_assembly_ID17483/GCF_900199375.1_G142160_polished_assembly_ID17483_genomic.fna.gz
Faecalitalea_cylindroides	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/375/185/GCF_902375185.1_MGYG-HGUT-01455/GCF_902375185.1_MGYG-HGUT-01455_genomic.fna.gz
Bacteroides_dorei	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/387/545/GCF_902387545.1_UHGG_MGYG-HGUT-02478/GCF_902387545.1_UHGG_MGYG-HGUT-02478_genomic.fna.gz
Bacteroides_xylanisolvens	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/546/965/GCF_006546965.1_ASM654696v1/GCF_006546965.1_ASM654696v1_genomic.fna.gz
Paenibacillus_thiaminolyticus	na	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/066/085/GCF_007066085.1_ASM706608v1/GCF_007066085.1_ASM706608v1_genomic.fna.gz
Sulfuriferula_sp_AH1	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/162/035/GCF_002162035.1_ASM216203v1/GCF_002162035.1_ASM216203v1_genomic.fna.gz
Armatimonadetes_bacterium_Uphvl_Ar1	na	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/162/075/GCF_002162075.1_ASM216207v1/GCF_002162075.1_ASM216207v1_genomic.fna.gz
Armatimonadetes_bacterium_Uphvl_Ar2	na	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/162/095/GCF_002162095.1_ASM216209v1/GCF_002162095.1_ASM216209v1_genomic.fna.gz
Cellvibrio_sp_PSBB006	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/162/135/GCF_002162135.1_ASM216213v1/GCF_002162135.1_ASM216213v1_genomic.fna.gz
Sulfurospirillum_sp_SL2_1	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/162/315/GCF_002162315.1_ASM216231v1/GCF_002162315.1_ASM216231v1_genomic.fna.gz
Tumebacillus_avium	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/162/355/GCF_002162355.1_ASM216235v1/GCF_002162355.1_ASM216235v1_genomic.fna.gz
Oleiphilus_messinensis	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/162/375/GCF_002162375.1_ASM216237v1/GCF_002162375.1_ASM216237v1_genomic.fna.gz
Longan_witches_broom_associated_virus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/163/385/GCF_002163385.1_ViralProj388458/GCF_002163385.1_ViralProj388458_genomic.fna.gz
Deer_mastadenovirus_B	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/163/405/GCF_002163405.1_ViralProj388459/GCF_002163405.1_ViralProj388459_genomic.fna.gz
Spiroplasma_clarkii	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/163/565/GCF_002163565.1_ASM216356v1/GCF_002163565.1_ASM216356v1_genomic.fna.gz
Tatumella_citrea	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/163/585/GCF_002163585.1_ASM216358v1/GCF_002163585.1_ASM216358v1_genomic.fna.gz
Pseudomonas_sp_M30_35	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/163/625/GCF_002163625.1_ASM216362v1/GCF_002163625.1_ASM216362v1_genomic.fna.gz
Polaribacter_sp_SA4_12	na	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/163/675/GCF_002163675.1_ASM216367v1/GCF_002163675.1_ASM216367v1_genomic.fna.gz
Curvibacter_sp_AEP1_3	na	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/163/715/GCF_002163715.1_ASM216371v1/GCF_002163715.1_ASM216371v1_genomic.fna.gz
Polaribacter_sp_SA4_10	na	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/163/835/GCF_002163835.1_ASM216383v1/GCF_002163835.1_ASM216383v1_genomic.fna.gz
Winogradskyella_sp_PC_19	na	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/163/855/GCF_002163855.1_ASM216385v1/GCF_002163855.1_ASM216385v1_genomic.fna.gz
Gilvibacter_sp_SZ_19	na	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/163/875/GCF_002163875.1_ASM216387v1/GCF_002163875.1_ASM216387v1_genomic.fna.gz
Nostocales_cyanobacterium_HT_58_2	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/163/975/GCF_002163975.1_ASM216397v1/GCF_002163975.1_ASM216397v1_genomic.fna.gz
Acinetobacter_sp_WCHA45	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/165/255/GCF_002165255.2_ASM216525v2/GCF_002165255.2_ASM216525v2_genomic.fna.gz
Acinetobacter_sp_WCHAc010052	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/165/295/GCF_002165295.2_ASM216529v2/GCF_002165295.2_ASM216529v2_genomic.fna.gz
Acinetobacter_sp_WCHA55	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/165/305/GCF_002165305.2_ASM216530v2/GCF_002165305.2_ASM216530v2_genomic.fna.gz
Acidovorax_sp_T1	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/176/815/GCF_002176815.1_ASM217681v1/GCF_002176815.1_ASM217681v1_genomic.fna.gz
Lactobacillus_paralimentarius	na	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/295/905/GCF_009295905.1_ASM929590v1/GCF_009295905.1_ASM929590v1_genomic.fna.gz
Klebsiella_sp_PO552	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/186/515/GCF_002186515.2_ASM218651v2/GCF_002186515.2_ASM218651v2_genomic.fna.gz
Clostridium_autoethanogenum	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/189/005/GCF_002189005.1_ASM218900v1/GCF_002189005.1_ASM218900v1_genomic.fna.gz
Stenotrophomonas_sp_WZN_1	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/192/255/GCF_002192255.1_ASM219225v1/GCF_002192255.1_ASM219225v1_genomic.fna.gz
Paenibacillus_donghaensis	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/192/415/GCF_002192415.1_ASM219241v1/GCF_002192415.1_ASM219241v1_genomic.fna.gz
Streptomyces_albireticuli	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/192/455/GCF_002192455.1_ASM219245v1/GCF_002192455.1_ASM219245v1_genomic.fna.gz
Mycoplasma_hyopneumoniae	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/205/GCF_000008205.1_ASM820v1/GCF_000008205.1_ASM820v1_genomic.fna.gz
Duck_associated_cyclovirus_1	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/194/385/GCF_002194385.1_ViralProj390418/GCF_002194385.1_ViralProj390418_genomic.fna.gz
Coronavirus_AcCoV_JC34	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/194/405/GCF_002194405.1_ViralProj390412/GCF_002194405.1_ViralProj390412_genomic.fna.gz
Mamastrovirus_2	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/194/425/GCF_002194425.1_ViralProj390416/GCF_002194425.1_ViralProj390416_genomic.fna.gz
Torque_teno_indri_virus_1	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/194/485/GCF_002194485.1_ViralProj390417/GCF_002194485.1_ViralProj390417_genomic.fna.gz
Peach_associated_luteovirus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/194/525/GCF_002194525.1_ViralProj390419/GCF_002194525.1_ViralProj390419_genomic.fna.gz
Vibrio_gazogenes	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/196/515/GCF_002196515.1_ASM219651v1/GCF_002196515.1_ASM219651v1_genomic.fna.gz
Sphingobacterium_sp_G1_14	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/196/555/GCF_002196555.1_ASM219655v1/GCF_002196555.1_ASM219655v1_genomic.fna.gz
Thermococcus_sp_5_4	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/197/185/GCF_002197185.1_ASM219718v1/GCF_002197185.1_ASM219718v1_genomic.fna.gz
Enterococcus_wangshanyuanii	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/197/645/GCF_002197645.1_ASM219764v1/GCF_002197645.1_ASM219764v1_genomic.fna.gz
Rhodomicrobium_vannielii	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/198/685/GCF_002198685.1_ASM219868v1/GCF_002198685.1_ASM219868v1_genomic.fna.gz
Acutalibacter_muris	representative genome	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/201/475/GCF_002201475.1_ASM220147v1/GCF_002201475.1_ASM220147v1_genomic.fna.gz
Alkalitalea_saponilacus	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/201/795/GCF_002201795.1_ASM220179v1/GCF_002201795.1_ASM220179v1_genomic.fna.gz
Bacillus_sp_MD_5	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/201/875/GCF_002201875.1_ASM220187v1/GCF_002201875.1_ASM220187v1_genomic.fna.gz
Methanopyrus_sp_SNP6	na	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/201/895/GCF_002201895.1_ASM220189v1/GCF_002201895.1_ASM220189v1_genomic.fna.gz
Methanopyrus_sp_KOL6	na	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/201/915/GCF_002201915.1_ASM220191v1/GCF_002201915.1_ASM220191v1_genomic.fna.gz
Bacillus_sonorensis	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/202/015/GCF_002202015.1_ASM220201v1/GCF_002202015.1_ASM220201v1_genomic.fna.gz
Apis_flavivirus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/204/045/GCF_002204045.1_ViralProj390540/GCF_002204045.1_ViralProj390540_genomic.fna.gz
Sulfurospirillum_sp_SL2_2	na	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/205/395/GCF_002205395.1_ASM220539v1/GCF_002205395.1_ASM220539v1_genomic.fna.gz
Cryobacterium_sp_LW097	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/205/495/GCF_002205495.2_ASM220549v2/GCF_002205495.2_ASM220549v2_genomic.fna.gz
Ureaplasma_parvum	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/345/GCF_000019345.1_ASM1934v1/GCF_000019345.1_ASM1934v1_genomic.fna.gz
Serratia_odorifera	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/635/445/GCF_900635445.1_28869_A02/GCF_900635445.1_28869_A02_genomic.fna.gz
Enterobacter_cloacae_complex_sp_ECNIH7	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/208/095/GCF_002208095.1_ASM220809v1/GCF_002208095.1_ASM220809v1_genomic.fna.gz
Prevotella_melaninogenica	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/208/725/GCF_002208725.2_ASM220872v2/GCF_002208725.2_ASM220872v2_genomic.fna.gz
Psychrobacter_cryohalolentis	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/208/765/GCF_002208765.2_ASM220876v2/GCF_002208765.2_ASM220876v2_genomic.fna.gz
Brevundimonas_vesicularis	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/208/825/GCF_002208825.2_ASM220882v2/GCF_002208825.2_ASM220882v2_genomic.fna.gz
Jonesia_denitrificans	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/065/GCF_000024065.1_ASM2406v1/GCF_000024065.1_ASM2406v1_genomic.fna.gz
Shewanella_sp_FDAARGOS_354	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/209/245/GCF_002209245.2_ASM220924v2/GCF_002209245.2_ASM220924v2_genomic.fna.gz
Methylovulum_psychrotolerans	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/209/385/GCF_002209385.1_ASM220938v1/GCF_002209385.1_ASM220938v1_genomic.fna.gz
Halobacillus_halophilus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/209/425/GCF_002209425.1_ASM220942v1/GCF_002209425.1_ASM220942v1_genomic.fna.gz
Capnocytophaga_sp_ChDC_OS43	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/209/445/GCF_002209445.1_ASM220944v1/GCF_002209445.1_ASM220944v1_genomic.fna.gz
Neofusicoccum_luteum_mitovirus_1	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/210/495/GCF_002210495.1_ViralProj392130/GCF_002210495.1_ViralProj392130_genomic.fna.gz
Aedes_camptorhynchus_negev_like_virus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/210/595/GCF_002210595.1_ViralProj392151/GCF_002210595.1_ViralProj392151_genomic.fna.gz
Common_bottlenose_dolphin_gammaherpesvirus_1_strain_Sarasota	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/210/635/GCF_002210635.1_ViralProj392136/GCF_002210635.1_ViralProj392136_genomic.fna.gz
Torque_teno_Leptonychotes_weddellii_virus_2	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/210/895/GCF_002210895.1_ViralProj392138/GCF_002210895.1_ViralProj392138_genomic.fna.gz
Culex_mononega_like_virus_2	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/210/955/GCF_002210955.1_ViralProj392150/GCF_002210955.1_ViralProj392150_genomic.fna.gz
Idiomarina_piscisalsi	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/211/765/GCF_002211765.1_ASM221176v1/GCF_002211765.1_ASM221176v1_genomic.fna.gz
Francisella_halioticida	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/211/785/GCF_002211785.1_ASM221178v1/GCF_002211785.1_ASM221178v1_genomic.fna.gz
Candidatus_Mancarchaeum_acidiphilum	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/165/GCF_002214165.1_ASM221416v1/GCF_002214165.1_ASM221416v1_genomic.fna.gz
Exiguobacterium_sp_N4_1P	na	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/325/GCF_002214325.1_ASM221432v1/GCF_002214325.1_ASM221432v1_genomic.fna.gz
Vibrio_mediterranei	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/345/GCF_002214345.1_ASM221434v1/GCF_002214345.1_ASM221434v1_genomic.fna.gz
Thermococcus_gorgonarius	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/385/GCF_002214385.1_ASM221438v1/GCF_002214385.1_ASM221438v1_genomic.fna.gz
Thermococcus_barossii	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/465/GCF_002214465.1_ASM221446v1/GCF_002214465.1_ASM221446v1_genomic.fna.gz
Thermococcus_pacificus	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/485/GCF_002214485.1_ASM221448v1/GCF_002214485.1_ASM221448v1_genomic.fna.gz
Thermococcus_siculi	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/505/GCF_002214505.1_ASM221450v1/GCF_002214505.1_ASM221450v1_genomic.fna.gz
